[2023-02-27 00:42:40,686] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 00:43:31,004] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-27 02:17:44,870] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 02:18:29,751] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-27 03:01:28,730] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 03:02:40,177] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-27 03:37:50,436] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 03:38:29,033] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-27 04:10:30,872] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 04:11:18,847] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-27 04:39:18,003] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 04:40:09,005] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-27 05:08:44,630] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 05:09:22,928] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-27 05:32:54,672] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 05:33:45,623] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-27 06:11:45,487] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 06:12:48,184] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-27 06:39:47,917] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 06:40:26,660] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-27 07:08:51,337] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-27 07:09:29,954] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
