[2023-03-21 00:38:38,321] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 00:40:09,130] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 01:59:27,240] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 02:00:19,785] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 02:29:15,590] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 02:30:51,545] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 02:43:48,530] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 02:44:37,296] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 03:08:35,267] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 03:09:47,530] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 03:32:38,806] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 03:34:05,820] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 04:09:33,876] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 04:10:55,617] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 04:34:52,498] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 04:36:13,333] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 05:07:43,064] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 05:08:28,771] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 05:32:53,830] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 05:33:39,801] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 06:10:26,174] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 06:11:09,513] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 06:35:53,863] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-21 06:36:47,151] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-21 07:07:34,429] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
