[2023-04-26 00:38:21,365] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 00:39:34,964] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 02:00:03,454] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 02:00:54,189] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 02:32:35,102] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 02:33:54,817] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 03:08:11,881] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 03:09:37,218] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 03:32:55,086] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 03:34:04,874] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 04:08:59,523] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 04:10:19,907] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 04:33:48,747] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 04:34:49,826] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 05:07:49,916] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 05:08:56,149] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 05:32:38,448] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 05:33:35,072] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 06:10:22,730] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 06:11:25,613] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 06:34:45,845] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 06:35:51,963] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-26 07:07:22,515] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-26 07:08:49,415] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
