[2023-04-01 00:39:36,286] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 00:40:21,775] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 01:59:35,449] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 02:00:51,515] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 02:29:46,761] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 02:31:00,559] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 02:43:38,429] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 02:44:43,747] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 03:08:02,575] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 03:08:52,726] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 03:32:40,962] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 03:33:55,682] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 04:08:50,259] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 04:09:50,935] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 04:33:24,838] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 04:34:21,995] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 05:07:18,383] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 05:08:01,851] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 05:32:29,679] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 05:33:17,647] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 06:09:19,170] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 06:10:23,352] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 06:33:11,696] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 06:34:09,254] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 07:06:43,263] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 07:07:25,568] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 07:32:38,839] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 07:33:36,747] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 08:09:12,898] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 08:10:12,874] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 08:32:46,082] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 08:33:42,435] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 09:06:53,553] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 09:07:51,633] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 09:32:25,865] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 09:33:08,160] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 10:07:15,005] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 10:07:57,317] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 10:32:27,164] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 10:33:36,676] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 11:05:28,906] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 11:06:11,556] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 11:32:32,081] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 11:33:43,013] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 12:11:56,539] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 12:13:03,296] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 12:45:52,024] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 12:46:49,559] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 13:08:09,947] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 13:09:21,988] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 13:32:29,787] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 13:33:40,905] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 14:06:14,562] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 14:07:00,616] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 14:32:38,894] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 14:33:26,144] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 15:06:47,629] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 15:07:57,441] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 15:32:33,945] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 15:33:23,239] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 16:08:25,184] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 16:09:26,245] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: HTTPSConnectionPool(host='rpc.ankr.com', port=443): Read timed out. (read timeout=10)
[2023-04-01 16:36:23,714] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 16:37:11,899] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 17:06:03,491] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 17:07:03,770] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 17:32:43,689] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 17:33:53,079] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 18:08:09,482] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 18:09:28,284] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 18:32:50,610] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 18:33:47,062] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 19:05:31,768] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 19:06:46,539] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 19:32:22,843] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 19:33:38,182] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 20:07:33,978] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 20:08:20,528] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 20:32:37,342] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 20:33:19,358] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 21:06:10,521] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-01 21:07:05,580] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-04-01 21:32:42,416] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
